TestAide Data Save File
Version , 1.0
Function Generator
Version , 3.1
Data Collect Mode Index , 0 
Data Collect Mode , Timed Data
Time Interval Enable , 1 
Cycle Interval Enable , 0 
Data File Header ,  / 2024-12-16 16:01:04
 Time  , DY+ , F2X+ , F2Y+ 
 S  , mm , kN , kN 
710.1622 , -38.05276 , -100.0244 ,-111.011068
710.1672 , -38.05849 , -99.95573 ,-111.011068
710.1722 , -38.04704 , -99.95573 ,-111.055494
710.1772 , -38.05276 , -100.0015 ,-111.03328099999999
710.1823 , -38.04704 , -100.0015 ,-111.055494
710.1873 , -38.05276 , -100.0015 ,-111.055494
710.1923 , -38.04704 , -99.93285 ,-111.07770699999999
710.1973 , -38.05276 , -99.95573 ,-111.011068
710.2023 , -38.05276 , -99.97862 ,-111.055494
710.2073 , -38.04704 , -99.97862 ,-111.03328099999999
710.2123 , -38.04704 , -99.95573 ,-111.09992
710.2173 , -38.05276 , -99.97862 ,-111.055494
710.2223 , -38.04704 , -99.97862 ,-111.03328099999999
710.2273 , -38.05276 , -99.97862 ,-111.07770699999999
710.2323 , -38.05276 , -99.95573 ,-111.03328099999999
710.2373 , -38.05276 , -99.97862 ,-111.055494
710.2423 , -38.05276 , -99.97862 ,-111.03328099999999
710.2473 , -38.05849 , -100.0015 ,-111.011068
710.2523 , -38.05276 , -99.95573 ,-111.03328099999999
710.2573 , -38.05276 , -99.95573 ,-111.011068
710.2623 , -38.04704 , -99.97862 ,-111.055494
710.2673 , -38.05276 , -99.97862 ,-111.03328099999999
710.2723 , -38.04704 , -100.0015 ,-111.07770699999999
710.2773 , -38.05849 , -99.97862 ,-111.07770699999999
710.2823 , -38.04704 , -100.0015 ,-111.055494
710.2874 , -38.05276 , -99.95573 ,-111.055494
710.2924 , -38.05276 , -100.0015 ,-111.07770699999999
710.2974 , -38.04704 , -100.0015 ,-111.055494
710.3024 , -38.05849 , -100.0015 ,-111.03328099999999
710.3074 , -38.05276 , -100.0244 ,-111.07770699999999
710.3124 , -38.05849 , -100.0015 ,-111.055494
710.3174 , -38.05849 , -100.0015 ,-111.055494
